Transaction_Amount,Merchant_Category,User_Country,Transaction_Country,Device_Type,Transaction_Day,User_Avg_Spend,User_Transaction_Frequency,status,Is_Fraud
21562,Grocery stores,Australia,Brazil,Mobile,Weekend,5620,2,1,Fraud
20216,Taxi services,Russia,Philippines,Laptop,Weekend,7272,2,1,Fraud
5032,Clothing stores,India,India,Laptop,Weekday,9258,1,1,Fraud
14496,Bakeries,Germany,Indonesia,Laptop,Weekday,2995,5,1,Fraud
23114,Liquor stores,Brazil,Indonesia,Laptop,Weekday,2256,4,1,Fraud
20718,Clothing stores,Australia,Pakistan,Laptop,Weekday,9119,5,1,Fraud
5757,Grocery stores,Mexico,Mexico,Laptop,Weekend,3243,1,1,Fraud
7581,Bakeries,America,Nigeria,Laptop,Weekend,5371,9,1,Fraud
29819,Grocery stores,China,Pakistan,Laptop,Weekday,6501,6,1,Fraud
6804,Liquor stores,Spain,Spain,Laptop,Weekday,8818,2,0,No Fraud
22356,Clothing stores,America,Philippines,Mobile,Weekend,6774,1,1,Fraud
19297,Taxi services,America,Vietnam,Mobile,Weekend,6514,3,1,Fraud
27187,Bakeries,France,Vietnam,Tablet,Weekend,4823,2,1,Fraud
27167,Bakeries,Russia,Vietnam,Laptop,Weekend,4916,3,1,Fraud
28448,Airlines,Russia,South Africa,Tablet,Weekend,3542,6,1,Fraud
6002,Taxi services,Russia,Russia,Laptop,Weekday,3518,2,1,Fraud
16993,Clothing stores,America,Pakistan,Mobile,Weekend,6480,5,1,Fraud
2002,Taxi services,China,China,Laptop,Weekday,2448,2,0,No Fraud
3725,Grocery stores,France,France,Laptop,Weekday,2697,1,0,No Fraud
3250,Taxi services,Kenya,Kenya,Mobile,Weekend,2623,1,0,No Fraud
5449,Clothing stores,Australia,Australia,Tablet,Weekday,9712,2,0,No Fraud
14542,Adult websites,Kenya,Brazil,Tablet,Weekday,8548,4,1,Fraud
27271,Adult websites,Kenya,India,Laptop,Weekend,5410,1,1,Fraud
21265,Liquor stores,Germany,Russia,Mobile,Weekday,3270,1,1,Fraud
10282,Taxi services,India,India,Laptop,Weekday,6341,1,1,Fraud
16729,Hotels,Canada,Philippines,Laptop,Weekend,4549,10,1,Fraud
4616,Taxi services,Kenya,Kenya,Laptop,Weekend,6911,2,0,No Fraud
20299,Bakeries,France,South Africa,Mobile,Weekend,8684,4,1,Fraud
9142,Adult websites,South Korea,South Korea,Mobile,Weekend,4599,7,1,Fraud
10723,Clothing stores,Canada,Canada,Mobile,Weekday,5936,2,0,No Fraud
2017,Clothing stores,Russia,Russia,Tablet,Weekday,2915,1,0,No Fraud
20895,Department stores,Russia,Indonesia,Mobile,Weekday,2014,5,1,Fraud
15640,Taxi services,Canada,Russia,Laptop,Weekday,4100,3,1,Fraud
7503,Taxi services,Nigeria,Brazil,Tablet,Weekday,2096,2,1,Fraud
9205,Grocery stores,Germany,Germany,Mobile,Weekday,8636,2,0,No Fraud
8283,Taxi services,Canada,Indonesia,Tablet,Weekday,2223,2,1,Fraud
10560,Clothing stores,Nigeria,India,Tablet,Weekday,9420,3,1,Fraud
16933,Clothing stores,India,India,Mobile,Weekday,4783,1,1,Fraud
21482,Hotels,Kenya,Kenya,Tablet,Weekday,7604,1,1,Fraud
10796,Bakeries,South Africa,South Africa,Laptop,Weekday,7268,1,1,Fraud
13062,Bakeries,Spain,Spain,Mobile,Weekday,6630,2,0,No Fraud
16314,Liquor stores,Germany,Indonesia,Tablet,Weekend,7795,1,1,Fraud
9531,Hotels,Canada,Mexico,Tablet,Weekday,5562,2,1,Fraud
23534,Airlines,America,America,Mobile,Weekday,2956,8,1,Fraud
8703,Taxi services,Canada,Canada,Laptop,Weekday,7204,1,1,Fraud
16394,Adult websites,Australia,Vietnam,Mobile,Weekday,2914,2,1,Fraud
4158,Clothing stores,Kenya,Kenya,Tablet,Weekday,2261,1,0,No Fraud
24514,Grocery stores,Australia,Mexico,Laptop,Weekday,2821,7,1,Fraud
14651,Bakeries,France,Pakistan,Mobile,Weekend,3045,10,1,Fraud
24087,Hotels,India,India,Tablet,Weekday,3800,9,1,Fraud
24410,Taxi services,Russia,South Africa,Tablet,Weekend,9781,5,1,Fraud
11889,Hotels,South Africa,Pakistan,Laptop,Weekday,2999,6,1,Fraud
28781,Taxi services,Canada,Brazil,Laptop,Weekday,6653,8,1,Fraud
11529,Bakeries,Mexico,Mexico,Tablet,Weekday,9344,2,0,No Fraud
29025,Liquor stores,United Kingdom,Russia,Laptop,Weekday,8641,3,1,Fraud
16385,Airlines,India,South Africa,Mobile,Weekday,3629,4,1,Fraud
2554,Taxi services,Russia,Russia,Tablet,Weekday,3598,1,0,No Fraud
14790,Grocery stores,Russia,Russia,Mobile,Weekday,5672,1,0,No Fraud
11493,Clothing stores,South Korea,Vietnam,Tablet,Weekday,6048,4,1,Fraud
6119,Clothing stores,China,China,Tablet,Weekday,3558,2,0,No Fraud
6458,Department stores,South Korea,South Africa,Tablet,Weekday,7243,2,1,Fraud
5063,Bitcoin exchanges,China,India,Mobile,Weekend,7399,9,1,Fraud
8601,Department stores,China,China,Mobile,Weekend,8860,1,0,No Fraud
22182,Airlines,South Africa,Mexico,Laptop,Weekday,9885,1,1,Fraud
6845,Liquor stores,America,America,Laptop,Weekday,7743,2,1,Fraud
21065,Taxi services,Canada,Brazil,Laptop,Weekday,7002,2,1,Fraud
12028,Clothing stores,Argentina,India,Laptop,Weekend,6718,1,1,Fraud
15678,Liquor stores,United Kingdom,Pakistan,Laptop,Weekend,9266,5,1,Fraud
27157,Bakeries,China,Nigeria,Mobile,Weekday,2811,5,1,Fraud
13878,Bakeries,United Kingdom,Vietnam,Mobile,Weekend,6972,2,1,Fraud
15213,Hotels,India,Vietnam,Laptop,Weekend,7457,8,1,Fraud
14743,Bakeries,Mexico,Mexico,Mobile,Weekday,5430,6,1,Fraud
24510,Clothing stores,Nigeria,Nigeria,Laptop,Weekend,8759,4,1,Fraud
11173,Grocery stores,South Africa,South Africa,Tablet,Weekday,7944,1,0,No Fraud
4378,Grocery stores,France,France,Laptop,Weekday,6358,1,0,No Fraud
8047,Grocery stores,America,America,Laptop,Weekday,5851,1,0,No Fraud
8405,Clothing stores,India,India,Tablet,Weekend,7139,2,0,No Fraud
13259,Taxi services,Australia,Australia,Laptop,Weekend,9452,1,0,No Fraud
3467,Taxi services,South Africa,South Africa,Tablet,Weekend,3013,2,0,No Fraud
23766,Taxi services,South Korea,South Africa,Laptop,Weekend,4538,9,1,Fraud
20201,Taxi services,Spain,Brazil,Mobile,Weekend,4767,2,1,Fraud
15334,Clothing stores,Mexico,Brazil,Mobile,Weekday,4534,1,1,Fraud
5715,Clothing stores,Spain,Spain,Laptop,Weekday,8941,2,0,No Fraud
5834,Liquor stores,Kenya,Mexico,Mobile,Weekend,6125,10,1,Fraud
6247,Taxi services,America,America,Mobile,Weekday,3328,1,0,No Fraud
21243,Clothing stores,South Korea,Russia,Mobile,Weekend,7697,1,1,Fraud
14283,Bakeries,China,China,Tablet,Weekday,8743,2,0,No Fraud
28007,Grocery stores,China,Russia,Mobile,Weekday,2345,5,1,Fraud
25889,Department stores,China,Russia,Laptop,Weekend,9000,6,1,Fraud
4334,Taxi services,Japan,Japan,Laptop,Weekend,2616,2,0,No Fraud
6609,Bitcoin exchanges,India,South Africa,Mobile,Weekday,6941,3,1,Fraud
13276,Bitcoin exchanges,France,Philippines,Laptop,Weekend,4283,5,1,Fraud
6452,Adult websites,Australia,Mexico,Mobile,Weekday,3479,10,1,Fraud
9638,Taxi services,South Africa,South Africa,Tablet,Weekday,7146,2,0,No Fraud
6100,Liquor stores,America,America,Tablet,Weekday,5892,2,0,No Fraud
4318,Clothing stores,America,America,Laptop,Weekday,2663,1,0,No Fraud
10398,Department stores,India,India,Laptop,Weekend,9470,2,1,Fraud
5975,Department stores,Kenya,Brazil,Tablet,Weekend,6943,10,1,Fraud
13459,Taxi services,Nigeria,Nigeria,Tablet,Weekday,9810,2,0,No Fraud
4700,Department stores,Russia,Russia,Tablet,Weekday,3740,1,0,No Fraud
17266,Clothing stores,Kenya,Kenya,Tablet,Weekday,9810,2,0,No Fraud
29794,Grocery stores,America,Mexico,Tablet,Weekend,5630,8,1,Fraud
1964,Grocery stores,United Kingdom,United Kingdom,Laptop,Weekday,2013,2,1,Fraud
2983,Bakeries,United Kingdom,United Kingdom,Laptop,Weekend,2261,1,0,No Fraud
18793,Airlines,United Kingdom,Nigeria,Tablet,Weekend,5559,1,1,Fraud
10303,Airlines,America,America,Mobile,Weekend,2305,5,1,Fraud
11371,Adult websites,Canada,South Africa,Mobile,Weekend,5196,4,1,Fraud
3800,Department stores,Mexico,Mexico,Laptop,Weekend,3843,1,0,No Fraud
4562,Grocery stores,United Kingdom,United Kingdom,Laptop,Weekday,4783,1,1,Fraud
13847,Liquor stores,Italy,Russia,Mobile,Weekday,8201,4,1,Fraud
8595,Adult websites,America,Vietnam,Laptop,Weekday,6698,7,1,Fraud
15737,Taxi services,India,India,Laptop,Weekend,8581,2,1,Fraud
19493,Department stores,Brazil,Brazil,Mobile,Weekend,6381,3,1,Fraud
9632,Clothing stores,Germany,India,Tablet,Weekend,5596,5,1,Fraud
20860,Department stores,France,Philippines,Mobile,Weekend,5514,3,1,Fraud
16606,Bakeries,South Africa,South Africa,Laptop,Weekend,8354,1,0,No Fraud
11423,Grocery stores,Australia,Australia,Tablet,Weekday,9157,2,0,No Fraud
5448,Clothing stores,Italy,Italy,Mobile,Weekend,3137,2,0,No Fraud
8378,Grocery stores,Australia,Australia,Laptop,Weekend,8462,2,0,No Fraud
6419,Bakeries,Russia,Russia,Mobile,Weekday,8519,1,0,No Fraud
8331,Liquor stores,Argentina,Argentina,Tablet,Weekend,9753,2,0,No Fraud
27872,Clothing stores,Mexico,Indonesia,Mobile,Weekday,7873,4,1,Fraud
14678,Bitcoin exchanges,Japan,Nigeria,Laptop,Weekday,4650,6,1,Fraud
17435,Grocery stores,India,India,Tablet,Weekday,9752,2,0,No Fraud
21145,Bakeries,Japan,Mexico,Laptop,Weekend,2555,7,1,Fraud
2051,Taxi services,Argentina,Argentina,Laptop,Weekday,3912,1,1,Fraud
10592,Grocery stores,Germany,Germany,Laptop,Weekday,6749,1,1,Fraud
8074,Liquor stores,Kenya,Kenya,Tablet,Weekday,5375,2,0,No Fraud
25878,Hotels,China,Brazil,Tablet,Weekend,6779,5,1,Fraud
28563,Liquor stores,China,Vietnam,Mobile,Weekday,9794,7,1,Fraud
17953,Bitcoin exchanges,Brazil,Nigeria,Mobile,Weekday,3984,8,1,Fraud
12375,Department stores,China,China,Tablet,Weekend,3516,6,1,Fraud
24308,Bitcoin exchanges,India,Mexico,Laptop,Weekday,5750,6,1,Fraud
16974,Grocery stores,Argentina,South Africa,Tablet,Weekday,9070,5,1,Fraud
8666,Taxi services,Italy,Italy,Laptop,Weekend,4614,1,0,No Fraud
26463,Grocery stores,France,Philippines,Tablet,Weekend,6236,1,1,Fraud
24714,Grocery stores,Germany,Nigeria,Tablet,Weekend,7546,10,1,Fraud
9613,Department stores,Australia,Australia,Tablet,Weekend,9207,1,0,No Fraud
7050,Liquor stores,Kenya,Kenya,Mobile,Weekday,3859,2,0,No Fraud
26708,Adult websites,Italy,Mexico,Laptop,Weekday,3359,7,1,Fraud
20251,Liquor stores,Argentina,Nigeria,Tablet,Weekend,2176,10,1,Fraud
14508,Bitcoin exchanges,United Kingdom,Nigeria,Laptop,Weekday,6906,2,1,Fraud
4965,Liquor stores,Spain,Spain,Laptop,Weekday,7693,1,1,Fraud
9641,Liquor stores,Italy,Italy,Tablet,Weekend,6843,2,0,No Fraud
16324,Department stores,Russia,Russia,Laptop,Weekday,8232,1,1,Fraud
5217,Airlines,Russia,Indonesia,Laptop,Weekend,9354,1,1,Fraud
10956,Clothing stores,France,Vietnam,Tablet,Weekday,2108,4,1,Fraud
25091,Department stores,Brazil,Brazil,Tablet,Weekday,4917,1,1,Fraud
19794,Liquor stores,South Africa,Brazil,Tablet,Weekday,8885,8,1,Fraud
4515,Taxi services,Kenya,Kenya,Mobile,Weekday,4253,2,0,No Fraud
8276,Taxi services,Canada,Canada,Mobile,Weekend,5231,2,0,No Fraud
8429,Bakeries,South Africa,Mexico,Laptop,Weekday,7035,9,1,Fraud
12637,Adult websites,Brazil,Russia,Laptop,Weekday,9699,3,1,Fraud
9833,Grocery stores,Mexico,Mexico,Mobile,Weekday,8450,1,0,No Fraud
14950,Bakeries,Canada,Canada,Laptop,Weekday,7797,2,0,No Fraud
4380,Taxi services,Italy,Italy,Tablet,Weekend,4862,1,0,No Fraud
5954,Grocery stores,America,America,Tablet,Weekend,4005,1,0,No Fraud
15953,Department stores,Argentina,Pakistan,Laptop,Weekday,4287,2,1,Fraud
4919,Liquor stores,Italy,Italy,Mobile,Weekend,8460,1,0,No Fraud
29479,Grocery stores,Italy,Indonesia,Tablet,Weekend,2067,9,1,Fraud
6749,Liquor stores,France,France,Tablet,Weekend,4661,1,0,No Fraud
6039,Department stores,Spain,Spain,Laptop,Weekend,9178,2,1,Fraud
22111,Hotels,Canada,Nigeria,Mobile,Weekend,5469,4,1,Fraud
15623,Adult websites,South Korea,Vietnam,Tablet,Weekday,5583,3,1,Fraud
7351,Liquor stores,Russia,Russia,Mobile,Weekend,8751,2,0,No Fraud
5743,Grocery stores,Spain,India,Laptop,Weekday,8199,1,1,Fraud
8825,Clothing stores,South Africa,South Africa,Tablet,Weekday,9193,2,0,No Fraud
15817,Liquor stores,France,France,Mobile,Weekend,2137,7,1,Fraud
19176,Adult websites,Spain,Vietnam,Laptop,Weekday,4094,1,1,Fraud
11794,Bakeries,South Africa,South Africa,Tablet,Weekend,6190,2,0,No Fraud
12128,Grocery stores,Canada,Nigeria,Mobile,Weekend,8324,9,1,Fraud
22175,Grocery stores,Brazil,Philippines,Tablet,Weekend,3936,3,1,Fraud
14573,Adult websites,America,Mexico,Tablet,Weekend,3189,8,1,Fraud
9078,Grocery stores,Australia,Brazil,Laptop,Weekend,8635,1,1,Fraud
20148,Bitcoin exchanges,Canada,Philippines,Mobile,Weekday,8577,2,1,Fraud
7424,Grocery stores,Japan,Japan,Mobile,Weekend,3844,1,0,No Fraud
9494,Bakeries,France,France,Tablet,Weekday,5086,2,0,No Fraud
18773,Grocery stores,Germany,Mexico,Tablet,Weekend,6676,6,1,Fraud
22356,Bitcoin exchanges,France,Brazil,Laptop,Weekend,2805,8,1,Fraud
8309,Bakeries,Germany,Mexico,Tablet,Weekday,9731,6,1,Fraud
7100,Grocery stores,Mexico,Mexico,Mobile,Weekday,8873,1,0,No Fraud
3109,Grocery stores,China,China,Mobile,Weekend,2712,2,0,No Fraud
17208,Taxi services,Mexico,Nigeria,Mobile,Weekday,4902,9,1,Fraud
4381,Department stores,Mexico,Mexico,Mobile,Weekend,6459,1,0,No Fraud
8306,Clothing stores,America,America,Mobile,Weekday,9976,9,1,Fraud
16250,Bakeries,South Africa,South Africa,Mobile,Weekday,8411,1,0,No Fraud
9090,Clothing stores,Brazil,Brazil,Mobile,Weekend,7182,1,0,No Fraud
25992,Taxi services,Spain,Pakistan,Laptop,Weekday,7249,9,1,Fraud
2324,Department stores,Russia,Russia,Tablet,Weekend,2097,1,0,No Fraud
20325,Bitcoin exchanges,Italy,Russia,Laptop,Weekday,3039,2,1,Fraud
9672,Liquor stores,Australia,Australia,Tablet,Weekend,6572,2,0,No Fraud
5263,Clothing stores,Spain,Spain,Tablet,Weekend,9989,1,0,No Fraud
6024,Adult websites,South Africa,Brazil,Laptop,Weekday,3825,9,1,Fraud
25214,Bakeries,Japan,Pakistan,Laptop,Weekend,4124,3,1,Fraud
24077,Taxi services,India,India,Tablet,Weekend,4537,3,1,Fraud
6031,Department stores,America,America,Mobile,Weekday,5304,1,0,No Fraud
5229,Bakeries,Nigeria,Nigeria,Tablet,Weekday,2689,2,0,No Fraud
28261,Grocery stores,Nigeria,South Africa,Tablet,Weekday,6478,7,1,Fraud
8018,Department stores,South Africa,South Africa,Mobile,Weekend,9991,1,0,No Fraud
22386,Taxi services,South Korea,Brazil,Mobile,Weekday,6752,8,1,Fraud
29466,Airlines,Argentina,Argentina,Mobile,Weekday,6221,10,1,Fraud
8527,Liquor stores,Russia,Russia,Mobile,Weekend,5071,10,1,Fraud
4103,Clothing stores,Russia,Russia,Laptop,Weekend,5858,1,0,No Fraud
10637,Department stores,Italy,Italy,Laptop,Weekday,7421,2,0,No Fraud
6100,Department stores,France,France,Mobile,Weekday,4199,10,1,Fraud
11319,Hotels,Italy,Philippines,Laptop,Weekend,4906,1,1,Fraud
4388,Grocery stores,United Kingdom,United Kingdom,Mobile,Weekend,8316,2,0,No Fraud
26882,Adult websites,Canada,Pakistan,Tablet,Weekday,8985,9,1,Fraud
14345,Grocery stores,Kenya,Kenya,Mobile,Weekday,5613,8,1,Fraud
3933,Taxi services,Russia,Russia,Laptop,Weekend,2240,2,0,No Fraud
2863,Bakeries,Russia,Russia,Tablet,Weekend,5134,1,0,No Fraud
19903,Department stores,Canada,Canada,Laptop,Weekend,3463,3,1,Fraud
18837,Department stores,United Kingdom,South Africa,Laptop,Weekend,4566,7,1,Fraud
4793,Bakeries,Argentina,Argentina,Mobile,Weekday,2813,1,0,No Fraud
3901,Grocery stores,South Korea,South Korea,Laptop,Weekday,3519,1,0,No Fraud
12402,Clothing stores,Canada,Pakistan,Mobile,Weekday,3000,9,1,Fraud
2169,Bakeries,Japan,Japan,Laptop,Weekend,3667,2,0,No Fraud
19040,Hotels,South Korea,Russia,Laptop,Weekday,4089,7,1,Fraud
11701,Bakeries,Spain,Spain,Laptop,Weekend,6357,2,1,Fraud
24950,Hotels,Germany,Russia,Laptop,Weekend,5037,5,1,Fraud
7064,Clothing stores,China,China,Laptop,Weekend,7073,2,1,Fraud
3763,Liquor stores,Japan,Japan,Tablet,Weekend,4023,1,0,No Fraud
6397,Taxi services,South Korea,South Korea,Mobile,Weekday,6735,2,0,No Fraud
7293,Grocery stores,India,India,Tablet,Weekday,4613,1,0,No Fraud
18187,Bitcoin exchanges,Canada,Philippines,Mobile,Weekend,2930,9,1,Fraud
5397,Taxi services,Kenya,Kenya,Mobile,Weekday,3455,1,0,No Fraud
13456,Taxi services,Australia,Pakistan,Laptop,Weekend,4818,4,1,Fraud
9587,Bitcoin exchanges,India,Pakistan,Mobile,Weekend,2873,9,1,Fraud
9251,Clothing stores,Germany,Germany,Laptop,Weekend,9463,1,1,Fraud
22141,Adult websites,Australia,Vietnam,Tablet,Weekend,8321,9,1,Fraud
23064,Clothing stores,United Kingdom,South Africa,Mobile,Weekday,6814,8,1,Fraud
11210,Grocery stores,South Africa,South Africa,Mobile,Weekday,5997,1,0,No Fraud
29772,Adult websites,Mexico,Vietnam,Tablet,Weekend,7424,4,1,Fraud
22579,Clothing stores,Canada,Pakistan,Mobile,Weekend,6275,2,1,Fraud
24189,Bitcoin exchanges,Italy,South Africa,Mobile,Weekend,5441,10,1,Fraud
12390,Department stores,Spain,Spain,Tablet,Weekday,6684,2,0,No Fraud
20870,Grocery stores,South Africa,Vietnam,Mobile,Weekend,3700,9,1,Fraud
15571,Liquor stores,Mexico,Pakistan,Mobile,Weekend,7161,6,1,Fraud
3608,Department stores,India,India,Tablet,Weekend,4176,2,0,No Fraud
25870,Hotels,Spain,Indonesia,Tablet,Weekend,6788,5,1,Fraud
6352,Bakeries,France,France,Laptop,Weekend,7115,1,1,Fraud
16443,Bitcoin exchanges,America,Philippines,Laptop,Weekday,6870,1,1,Fraud
29888,Clothing stores,Mexico,Philippines,Mobile,Weekend,4947,8,1,Fraud
24205,Department stores,Spain,Vietnam,Laptop,Weekend,7517,10,1,Fraud
11035,Taxi services,Japan,Japan,Tablet,Weekday,8534,1,0,No Fraud
10807,Department stores,Brazil,Brazil,Laptop,Weekday,6437,2,0,No Fraud
21904,Department stores,Canada,Philippines,Tablet,Weekday,4611,7,1,Fraud
11872,Taxi services,South Korea,South Korea,Tablet,Weekend,6385,2,0,No Fraud
11930,Department stores,Spain,Spain,Mobile,Weekend,6972,2,0,No Fraud
19322,Adult websites,South Korea,Brazil,Tablet,Weekday,8163,4,1,Fraud
3194,Department stores,Kenya,Kenya,Mobile,Weekday,2360,2,0,No Fraud
8105,Liquor stores,Russia,Russia,Tablet,Weekday,6662,1,0,No Fraud
3547,Bakeries,Russia,Russia,Mobile,Weekday,3759,2,0,No Fraud
15485,Taxi services,South Africa,South Africa,Tablet,Weekday,8488,1,0,No Fraud
12198,Grocery stores,India,India,Mobile,Weekend,9986,1,0,No Fraud
6314,Clothing stores,Nigeria,Nigeria,Tablet,Weekday,9355,1,0,No Fraud
17626,Bakeries,Nigeria,Russia,Tablet,Weekday,4703,7,1,Fraud
6201,Hotels,South Africa,Brazil,Laptop,Weekday,5845,3,1,Fraud
6057,Liquor stores,Italy,Italy,Laptop,Weekday,4198,2,1,Fraud
5731,Department stores,Germany,Germany,Mobile,Weekend,2977,1,0,No Fraud
24370,Department stores,United Kingdom,India,Laptop,Weekend,8337,1,1,Fraud
11707,Bakeries,Kenya,Philippines,Tablet,Weekday,9504,4,1,Fraud
29535,Bakeries,Mexico,Indonesia,Laptop,Weekend,4131,9,1,Fraud
22509,Department stores,Argentina,Vietnam,Laptop,Weekday,6410,2,1,Fraud
3790,Grocery stores,Italy,Italy,Tablet,Weekday,4498,2,0,No Fraud
10752,Airlines,France,South Africa,Tablet,Weekend,7941,1,1,Fraud
19991,Bitcoin exchanges,Germany,Germany,Mobile,Weekend,6997,8,1,Fraud
4793,Bakeries,America,America,Tablet,Weekend,3708,1,0,No Fraud
12519,Bakeries,United Kingdom,United Kingdom,Laptop,Weekday,6948,1,1,Fraud
3368,Liquor stores,South Korea,South Korea,Tablet,Weekend,2498,2,0,No Fraud
4250,Department stores,United Kingdom,United Kingdom,Laptop,Weekday,2322,2,1,Fraud
25608,Clothing stores,India,Philippines,Laptop,Weekday,9410,10,1,Fraud
7858,Airlines,Italy,Mexico,Tablet,Weekend,5084,6,1,Fraud
11486,Clothing stores,China,Vietnam,Laptop,Weekday,5055,3,1,Fraud
29037,Clothing stores,Italy,Russia,Tablet,Weekday,8032,7,1,Fraud
17813,Adult websites,Mexico,Pakistan,Laptop,Weekend,6545,5,1,Fraud
10610,Adult websites,Spain,Indonesia,Laptop,Weekday,9364,9,1,Fraud
9729,Taxi services,America,America,Laptop,Weekend,7362,2,1,Fraud
3709,Department stores,Argentina,Argentina,Laptop,Weekend,3831,1,0,No Fraud
4766,Taxi services,Italy,Italy,Mobile,Weekday,6740,1,0,No Fraud
9215,Bakeries,India,India,Mobile,Weekend,6406,2,0,No Fraud
8973,Grocery stores,India,Russia,Tablet,Weekday,4520,10,1,Fraud
12824,Airlines,Australia,Russia,Mobile,Weekend,8228,9,1,Fraud
5898,Department stores,Mexico,Mexico,Laptop,Weekend,3837,1,1,Fraud
12020,Adult websites,Spain,Philippines,Mobile,Weekday,8373,1,1,Fraud
16608,Airlines,Russia,Vietnam,Mobile,Weekday,3504,6,1,Fraud
4636,Bakeries,South Korea,South Korea,Mobile,Weekend,2332,2,0,No Fraud
19189,Bitcoin exchanges,Italy,Italy,Mobile,Weekend,6124,2,1,Fraud
6148,Clothing stores,China,China,Laptop,Weekend,4733,2,0,No Fraud
24843,Adult websites,India,India,Tablet,Weekend,7536,4,1,Fraud
13500,Bakeries,United Kingdom,Philippines,Laptop,Weekday,6209,8,1,Fraud
22426,Grocery stores,United Kingdom,Indonesia,Tablet,Weekend,4693,3,1,Fraud
14784,Bakeries,Spain,Spain,Laptop,Weekday,8858,1,1,Fraud
22419,Liquor stores,Kenya,Pakistan,Laptop,Weekend,10000,6,1,Fraud
6590,Bakeries,Brazil,Indonesia,Laptop,Weekday,5239,8,1,Fraud
18039,Bitcoin exchanges,Brazil,South Africa,Tablet,Weekday,9828,4,1,Fraud
17599,Bitcoin exchanges,United Kingdom,Mexico,Mobile,Weekday,8020,7,1,Fraud
13034,Department stores,India,India,Mobile,Weekday,3598,4,1,Fraud
9231,Clothing stores,Kenya,Kenya,Tablet,Weekday,7269,2,0,No Fraud
15549,Airlines,Nigeria,Brazil,Tablet,Weekday,3739,8,1,Fraud
29308,Grocery stores,Argentina,Argentina,Tablet,Weekday,4827,4,1,Fraud
2529,Liquor stores,Germany,Germany,Tablet,Weekend,3164,1,0,No Fraud
29480,Taxi services,South Korea,South Korea,Mobile,Weekday,4942,3,1,Fraud
28624,Bakeries,Russia,Russia,Mobile,Weekday,9186,6,1,Fraud
17750,Liquor stores,United Kingdom,Nigeria,Laptop,Weekend,7928,9,1,Fraud
12329,Hotels,Spain,Spain,Laptop,Weekend,7971,1,1,Fraud
11149,Bakeries,Canada,Canada,Laptop,Weekend,6670,1,1,Fraud
23087,Department stores,Canada,Philippines,Mobile,Weekday,6755,7,1,Fraud
6903,Grocery stores,South Africa,South Africa,Tablet,Weekend,6293,2,0,No Fraud
17191,Adult websites,France,South Africa,Tablet,Weekday,6344,4,1,Fraud
27372,Bakeries,South Korea,Nigeria,Laptop,Weekday,2945,1,1,Fraud
29599,Adult websites,Brazil,Mexico,Tablet,Weekend,2113,4,1,Fraud
15818,Taxi services,Argentina,Russia,Mobile,Weekend,4827,1,1,Fraud
10756,Bitcoin exchanges,Brazil,Indonesia,Mobile,Weekday,2905,8,1,Fraud
11872,Bakeries,Italy,Nigeria,Mobile,Weekday,3448,7,1,Fraud
25484,Adult websites,Italy,India,Mobile,Weekend,6510,2,1,Fraud
19811,Department stores,Kenya,Mexico,Mobile,Weekday,8453,5,1,Fraud
26098,Taxi services,South Africa,Brazil,Tablet,Weekend,7248,4,1,Fraud
23282,Clothing stores,South Korea,South Africa,Tablet,Weekday,6592,7,1,Fraud
17802,Bitcoin exchanges,Mexico,Philippines,Tablet,Weekend,8378,3,1,Fraud
4365,Clothing stores,Mexico,Mexico,Mobile,Weekday,3212,1,0,No Fraud
4834,Grocery stores,Spain,Spain,Mobile,Weekday,8005,2,0,No Fraud
6238,Grocery stores,Kenya,Kenya,Laptop,Weekday,3124,2,0,No Fraud
10518,Department stores,Japan,Japan,Laptop,Weekday,8339,1,1,Fraud
12314,Taxi services,Brazil,Pakistan,Mobile,Weekday,2588,5,1,Fraud
22013,Hotels,Australia,Nigeria,Tablet,Weekday,2496,7,1,Fraud
3523,Liquor stores,South Korea,South Korea,Mobile,Weekday,6116,2,0,No Fraud
20067,Grocery stores,America,India,Mobile,Weekday,5419,4,1,Fraud
3164,Taxi services,Russia,Russia,Mobile,Weekday,5599,1,0,No Fraud
4593,Department stores,South Korea,South Korea,Laptop,Weekday,2648,2,1,Fraud
2404,Taxi services,Canada,Canada,Tablet,Weekend,3361,2,0,No Fraud
5222,Clothing stores,Argentina,Argentina,Laptop,Weekday,9197,2,0,No Fraud
5575,Clothing stores,Australia,Australia,Laptop,Weekday,8903,2,1,Fraud
6997,Taxi services,South Korea,Vietnam,Tablet,Weekend,5313,3,1,Fraud
7305,Clothing stores,America,America,Tablet,Weekend,8727,1,0,No Fraud
4918,Taxi services,United Kingdom,United Kingdom,Tablet,Weekday,2822,1,0,No Fraud
9699,Bitcoin exchanges,Australia,Nigeria,Mobile,Weekend,3304,1,1,Fraud
15138,Department stores,Brazil,Pakistan,Laptop,Weekend,3401,2,1,Fraud
2585,Clothing stores,Australia,Australia,Laptop,Weekday,3171,1,1,Fraud
3958,Grocery stores,South Korea,South Korea,Tablet,Weekend,3059,1,0,No Fraud
5986,Bakeries,Argentina,Argentina,Mobile,Weekend,6750,1,0,No Fraud
12362,Liquor stores,Russia,Russia,Laptop,Weekday,8989,2,1,Fraud
5469,Taxi services,Germany,Germany,Tablet,Weekday,3723,1,0,No Fraud
13968,Liquor stores,Australia,Australia,Laptop,Weekday,7964,1,0,No Fraud
